"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
50,50,0.2,"TT",18.1156440738173
50,75,0.2,"TT",11.7938138810941
50,100,0.2,"TT",15.5877641035203
75,50,0.2,"TT",15.1807113365874
75,75,0.2,"TT",9.93753374633405
75,100,0.2,"TT",17.41070684564
30,50,0.2,"TT",15.5094832340904
30,75,0.2,"TT",15.893430018391
30,100,0.2,"TT",18.3081715350662
50,50,0.2,"TT",17.2444808438822
50,75,0.2,"TT",11.4666945746291
50,100,0.2,"TT",16.6090946424418
75,50,0.2,"TT",15.4835611161074
75,75,0.2,"TT",9.70902953661662
75,100,0.2,"TT",16.7015668747519
30,50,0.2,"TT",16.2844385210797
30,75,0.2,"TT",14.0714784962057
30,100,0.2,"TT",16.4596467584657
50,50,0.2,"TT",16.8242679450083
50,75,0.2,"TT",13.7057144616732
50,100,0.2,"TT",13.221631137284
75,50,0.2,"TT",15.3787749886013
75,75,0.2,"TT",9.22526008343551
75,100,0.2,"TT",17.6284914550028
30,50,0.2,"TT",16.880983147362
30,75,0.2,"TT",15.0709023380284
30,100,0.2,"TT",18.6937860719889
50,50,0.2,"TT",16.4746875362699
50,75,0.2,"TT",12.5326733187871
50,100,0.2,"TT",14.0408207882986
75,50,0.2,"TT",15.2347365699584
75,75,0.2,"TT",8.76944625187998
75,100,0.2,"TT",15.7440656133277
30,50,0.2,"TT",17.6258155841434
30,75,0.2,"TT",16.3161538092117
30,100,0.2,"TT",17.5409679944889
50,50,0.2,"TT",17.055999672004
50,75,0.2,"TT",12.7551801711859
50,100,0.2,"TT",13.351423480128
75,50,0.2,"TT",16.5655590486497
75,75,0.2,"TT",9.01902344462292
75,100,0.2,"TT",17.9333596507472
30,50,0.2,"TT",16.752934514586
30,75,0.2,"TT",15.2340900212095
30,100,0.2,"TT",15.5722949203632
50,50,0.2,"TT",16.4057911641166
50,75,0.2,"TT",10.2219326283947
50,100,0.2,"TT",15.1737709878193
75,50,0.2,"TT",14.9080737391288
75,75,0.2,"TT",10.0016123535498
75,100,0.2,"TT",16.2032333024947
30,50,0.2,"TT",17.7223260787372
30,75,0.2,"TT",15.1964651796253
30,100,0.2,"TT",18.3526306168699
50,50,0.2,"TT",17.9429515443497
50,75,0.2,"TT",11.2132040912791
50,100,0.2,"TT",13.2206706676142
75,50,0.2,"TT",16.7377153419938
75,75,0.2,"TT",9.81968850573835
75,100,0.2,"TT",18.2168091554435
30,50,0.2,"TT",16.022720104337
30,75,0.2,"TT",14.6576123716205
30,100,0.2,"TT",18.4364394719695
50,50,0.2,"TT",18.2100269228205
50,75,0.2,"TT",11.7334544240001
50,100,0.2,"TT",14.899324882518
75,50,0.2,"TT",15.2172562653345
75,75,0.2,"TT",10.5260629613095
75,100,0.2,"TT",16.4648189835678
30,50,0.2,"TT",15.4389630361502
30,75,0.2,"TT",16.2306756149702
30,100,0.2,"TT",18.9548428119171
50,50,0.2,"TT",17.6570384922309
50,75,0.2,"TT",13.3820255583975
50,100,0.2,"TT",14.5960512473216
75,50,0.2,"TT",16.8215384961541
75,75,0.2,"TT",10.717756559091
75,100,0.2,"TT",15.7702116087221
30,50,0.2,"TT",13.7636744982846
30,75,0.2,"TT",14.3515996766942
30,100,0.2,"TT",16.7678166846727
50,50,0.2,"TT",17.8133649634203
50,75,0.2,"TT",12.749888554384
50,100,0.2,"TT",13.5059346194202
75,50,0.2,"TT",15.7898461441274
75,75,0.2,"TT",10.3193521975045
75,100,0.2,"TT",17.5929891767853
30,50,0.2,"TT",16.2859837179374
30,75,0.2,"TT",15.5788785108997
30,100,0.2,"TT",16.4406086463513
50,50,0.2,"TT",17.8497799457463
50,75,0.2,"TT",12.2976053240221
50,100,0.2,"TT",14.4927771039438
75,50,0.2,"TT",14.4449681017807
75,75,0.2,"TT",11.792988752904
75,100,0.2,"TT",17.9062869841897
30,50,0.2,"TT",16.4804948309579
30,75,0.2,"TT",16.1965797883611
30,100,0.2,"TT",15.4586325369738
50,50,0.2,"TT",15.9863772949655
50,75,0.2,"TT",12.9277954623317
50,100,0.2,"TT",14.1586126716551
75,50,0.2,"TT",17.7837969980472
75,75,0.2,"TT",9.90116323028515
75,100,0.2,"TT",16.4323153510318
30,50,0.2,"TT",17.0232933854823
30,75,0.2,"TT",15.5817690737973
30,100,0.2,"TT",16.9398848886237
50,50,0.2,"TT",17.8946069751063
50,75,0.2,"TT",11.8798973632056
50,100,0.2,"TT",14.5557052890396
75,50,0.2,"TT",15.8344390318691
75,75,0.2,"TT",12.4866128200387
75,100,0.2,"TT",18.9237108301991
30,50,0.2,"TT",15.743146717641
30,75,0.2,"TT",13.5346450293244
30,100,0.2,"TT",16.4613639520732
50,50,0.2,"TT",16.5024026098943
50,75,0.2,"TT",13.4766478679051
50,100,0.2,"TT",14.7018680765742
75,50,0.2,"TT",15.1885380738649
75,75,0.2,"TT",7.52870893556916
75,100,0.2,"TT",15.7566220148343
30,50,0.2,"TT",17.6098987507816
30,75,0.2,"TT",15.4576736024329
30,100,0.2,"TT",16.9549566800544
50,50,0.2,"TT",15.4888629292525
50,75,0.2,"TT",12.942788254318
50,100,0.2,"TT",13.814089619127
75,50,0.2,"TT",17.0576362308591
75,75,0.2,"TT",10.240229706048
75,100,0.2,"TT",14.9212043334258
30,50,0.2,"TT",17.6543678163928
30,75,0.2,"TT",15.1179686207738
30,100,0.2,"TT",17.0397976342344
50,50,0.2,"TT",18.101820887749
50,75,0.2,"TT",10.8379294820014
50,100,0.2,"TT",14.7633782956
75,50,0.2,"TT",17.5895317924144
75,75,0.2,"TT",10.4720328634864
75,100,0.2,"TT",16.6343031383595
30,50,0.2,"TT",17.2681958282464
30,75,0.2,"TT",15.6105989850502
30,100,0.2,"TT",15.5920065967795
50,50,0.2,"TT",18.2383270568082
50,75,0.2,"TT",11.0329666131468
50,100,0.2,"TT",15.5001701925877
75,50,0.2,"TT",15.1676478005638
75,75,0.2,"TT",11.3656199693826
75,100,0.2,"TT",15.7212263383919
30,50,0.2,"TT",16.584347679148
30,75,0.2,"TT",14.8624937254137
30,100,0.2,"TT",16.0618161851959
50,50,0.2,"TT",16.4858086920609
50,75,0.2,"TT",12.4571704760431
50,100,0.2,"TT",14.4595452697246
75,50,0.2,"TT",18.3843088163119
75,75,0.2,"TT",9.48727872428799
75,100,0.2,"TT",16.9982737549979
30,50,0.2,"TT",18.5926373013478
30,75,0.2,"TT",15.6785982006668
30,100,0.2,"TT",16.2581383222353
50,50,0.2,"TT",18.2119580133419
50,75,0.2,"TT",13.4142145462489
50,100,0.2,"TT",14.1752425191047
75,50,0.2,"TT",17.1100776119605
75,75,0.2,"TT",9.48695060947563
75,100,0.2,"TT",17.4335697790919
30,50,0.2,"TT",16.8840901781112
30,75,0.2,"TT",13.4276418000103
30,100,0.2,"TT",17.1209541830994
50,50,0.2,"TT",18.7262878665201
50,75,0.2,"TT",12.9591527618059
50,100,0.2,"TT",13.9989011243036
75,50,0.2,"TT",17.3729360071696
75,75,0.2,"TT",7.86337528115704
75,100,0.2,"TT",18.483506679911
30,50,0.2,"TT",16.7807932635057
30,75,0.2,"TT",16.1148608765612
30,100,0.2,"TT",15.6743497210343
50,50,0.2,"TT",17.530035995938
50,75,0.2,"TT",10.2685706346552
50,100,0.2,"TT",15.1242273374509
75,50,0.2,"TT",14.4563254034426
75,75,0.2,"TT",9.34884062504858
75,100,0.2,"TT",16.9529503725662
30,50,0.2,"TT",16.6045006786568
30,75,0.2,"TT",14.7250792390066
30,100,0.2,"TT",15.5392123723255
50,50,0.2,"TT",17.2239943665828
50,75,0.2,"TT",13.1321217088601
50,100,0.2,"TT",17.1851109958069
75,50,0.2,"TT",19.2049232391022
75,75,0.2,"TT",8.8469907882222
75,100,0.2,"TT",16.5232167290704
30,50,0.2,"TT",16.7634717436852
30,75,0.2,"TT",15.2424058723396
30,100,0.2,"TT",16.0961106729609
50,50,0.2,"TT",16.5325165137567
50,75,0.2,"TT",12.168203307438
50,100,0.2,"TT",16.4387110086638
75,50,0.2,"TT",15.7283810651747
75,75,0.2,"TT",11.1305176546415
75,100,0.2,"TT",15.461717497702
30,50,0.2,"TT",18.7025093863127
30,75,0.2,"TT",12.7133602568407
30,100,0.2,"TT",17.1356404033781
50,50,0.2,"TT",16.5930397893882
50,75,0.2,"TT",11.771032876401
50,100,0.2,"TT",13.3204101138769
75,50,0.2,"TT",16.1322004403487
75,75,0.2,"TT",8.19613813149821
75,100,0.2,"TT",17.6975615664405
30,50,0.2,"TT",16.1678744965711
30,75,0.2,"TT",14.1443887813345
30,100,0.2,"TT",16.2234004221143
50,50,0.2,"TT",15.2500694294925
50,75,0.2,"TT",12.4964098665915
50,100,0.2,"TT",15.8630710952789
75,50,0.2,"TT",13.9928740804933
75,75,0.2,"TT",9.05278427745133
75,100,0.2,"TT",16.1381709598877
30,50,0.2,"TT",17.0991662377996
30,75,0.2,"TT",16.9161527289185
30,100,0.2,"TT",15.6162104142295
50,50,0.2,"TT",15.8589952156578
50,75,0.2,"TT",14.0407127388399
50,100,0.2,"TT",14.9926781266569
75,50,0.2,"TT",15.6662117045036
75,75,0.2,"TT",12.1477121933218
75,100,0.2,"TT",16.7805150693091
30,50,0.2,"TT",16.3702577678291
30,75,0.2,"TT",15.6778939154014
30,100,0.2,"TT",17.8839365679257
50,50,0.2,"TT",16.2502060309386
50,75,0.2,"TT",12.9240661054986
50,100,0.2,"TT",13.4064259980494
75,50,0.2,"TT",15.7449416559821
75,75,0.2,"TT",10.1934970171105
75,100,0.2,"TT",18.6659557505979
30,50,0.2,"TT",16.920983624156
30,75,0.2,"TT",14.5532347948298
30,100,0.2,"TT",16.0941715413309
50,50,0.2,"TT",17.7613492813095
50,75,0.2,"TT",11.3388612257396
50,100,0.2,"TT",14.6593866816886
75,50,0.2,"TT",16.146159481535
75,75,0.2,"TT",10.3392163195134
75,100,0.2,"TT",16.6321341537343
30,50,0.2,"TT",15.5499982689401
30,75,0.2,"TT",14.5658686019339
30,100,0.2,"TT",16.5752061079148
50,50,0.2,"TT",19.5183437618702
50,75,0.2,"TT",10.8728225469128
50,100,0.2,"TT",16.1043523177553
75,50,0.2,"TT",17.3827403302355
75,75,0.2,"TT",8.04630319808344
75,100,0.2,"TT",16.5824159274418
30,50,0.2,"TT",16.1030173511508
30,75,0.2,"TT",15.1864984957192
30,100,0.2,"TT",15.3002761326607
50,50,0.2,"TT",16.0529431395898
50,75,0.2,"TT",14.0499412608424
50,100,0.2,"TT",13.2070355248824
75,50,0.2,"TT",14.8735549547584
75,75,0.2,"TT",10.5229368488872
75,100,0.2,"TT",17.6110200238933
30,50,0.2,"TT",15.7579939458641
30,75,0.2,"TT",15.0492379418214
30,100,0.2,"TT",16.0504978400155
50,50,0.2,"TT",15.8073975916543
50,75,0.2,"TT",12.1648162709315
50,100,0.2,"TT",14.9694417312422
75,50,0.2,"TT",14.7449403490919
75,75,0.2,"TT",9.88840626135475
75,100,0.2,"TT",16.8358271984532
30,50,0.2,"TT",17.9147772559431
30,75,0.2,"TT",15.0749809941464
30,100,0.2,"TT",15.1386938905634
50,50,0.2,"TT",17.7533245623466
50,75,0.2,"TT",13.8168132796742
50,100,0.2,"TT",15.7934457357017
75,50,0.2,"TT",15.917305656695
75,75,0.2,"TT",10.6167489723786
75,100,0.2,"TT",17.2258990487208
30,50,0.2,"TT",17.5992726041487
30,75,0.2,"TT",15.6191078667363
30,100,0.2,"TT",19.3941420615795
50,50,0.2,"TT",18.4303147900043
50,75,0.2,"TT",10.7045918785936
50,100,0.2,"TT",17.0385201171873
75,50,0.2,"TT",16.0034491706185
75,75,0.2,"TT",9.98793869530343
75,100,0.2,"TT",15.9509230618705
30,50,0.2,"TT",17.0484815874431
30,75,0.2,"TT",15.9034963231547
30,100,0.2,"TT",16.6799411860036
50,50,0.2,"TT",18.6651648490502
50,75,0.2,"TT",12.4118262205419
50,100,0.2,"TT",14.8883046975095
75,50,0.2,"TT",14.5871445812143
75,75,0.2,"TT",10.0667472845031
75,100,0.2,"TT",15.9753590933751
30,50,0.2,"TT",15.2391608866464
30,75,0.2,"TT",14.808079966686
30,100,0.2,"TT",16.202005981463
50,50,0.2,"TT",18.0948216572971
50,75,0.2,"TT",10.5772830018434
50,100,0.2,"TT",13.4890996364811
75,50,0.2,"TT",17.2762753106841
75,75,0.2,"TT",8.17474712317374
75,100,0.2,"TT",17.6920585249618
30,50,0.2,"TT",18.0276575407773
30,75,0.2,"TT",15.649342414865
30,100,0.2,"TT",17.2660118741478
50,50,0.2,"TT",17.803836539374
50,75,0.2,"TT",12.5187762066405
50,100,0.2,"TT",14.5714829111889
75,50,0.2,"TT",16.0818989847936
75,75,0.2,"TT",9.63914328170746
75,100,0.2,"TT",17.4507849153317
30,50,0.2,"TT",16.6566755589589
30,75,0.2,"TT",14.1288866240738
30,100,0.2,"TT",17.6953433443565
50,50,0.2,"TT",16.826913265329
50,75,0.2,"TT",11.2711035768616
50,100,0.2,"TT",16.0863824153635
75,50,0.2,"TT",15.1715050068093
75,75,0.2,"TT",8.23233116488141
75,100,0.2,"TT",16.7239704567618
30,50,0.2,"TT",15.5290480655446
30,75,0.2,"TT",13.9235629195961
30,100,0.2,"TT",17.1039408368865
50,50,0.2,"TT",16.5943922087111
50,75,0.2,"TT",13.9286721351787
50,100,0.2,"TT",14.4641687005671
75,50,0.2,"TT",15.5508996110973
75,75,0.2,"TT",8.94946621734952
75,100,0.2,"TT",16.7242861137741
30,50,0.2,"TT",16.6733588670734
30,75,0.2,"TT",15.7186617973962
30,100,0.2,"TT",15.9735330610879
50,50,0.2,"TT",16.5499833606486
50,75,0.2,"TT",11.8516028953362
50,100,0.2,"TT",15.8113862327189
75,50,0.2,"TT",16.3174005010094
75,75,0.2,"TT",10.1958210903439
75,100,0.2,"TT",17.6097312101793
30,50,0.2,"TT",17.0853190523737
30,75,0.2,"TT",15.7224731381663
30,100,0.2,"TT",15.1193124445341
50,50,0.2,"TT",17.6744865352441
50,75,0.2,"TT",12.698084301667
50,100,0.2,"TT",13.4427863005689
75,50,0.2,"TT",15.4179857856974
75,75,0.2,"TT",11.0352269974836
75,100,0.2,"TT",17.6341145118243
30,50,0.2,"TT",16.7938462460198
30,75,0.2,"TT",15.9845151334005
30,100,0.2,"TT",17.0517931316015
50,50,0.2,"TT",18.3435575242169
50,75,0.2,"TT",12.7448496689828
50,100,0.2,"TT",14.1508188029373
75,50,0.2,"TT",16.7830485605925
75,75,0.2,"TT",10.651869743403
75,100,0.2,"TT",19.296445259121
30,50,0.2,"TT",16.0251110894077
30,75,0.2,"TT",16.1063156115551
30,100,0.2,"TT",17.2048518977405
50,50,0.2,"TT",15.5301161875916
50,75,0.2,"TT",12.1244591390681
50,100,0.2,"TT",14.1248678532184
75,50,0.2,"TT",15.2645970019737
75,75,0.2,"TT",9.44561649664883
75,100,0.2,"TT",16.5258668447838
30,50,0.2,"TT",15.959705507415
30,75,0.2,"TT",16.365667616346
30,100,0.2,"TT",16.9386362741073
50,50,0.2,"TT",18.230776886894
50,75,0.2,"TT",13.0471011324469
50,100,0.2,"TT",13.8973782230151
75,50,0.2,"TT",14.2489111398421
75,75,0.2,"TT",10.0126313615733
75,100,0.2,"TT",16.0807398733529
30,50,0.2,"TT",16.4897296989892
30,75,0.2,"TT",13.8810873654694
30,100,0.2,"TT",14.4507445673553
50,50,0.2,"TT",19.3031695874533
50,75,0.2,"TT",12.9878735574841
50,100,0.2,"TT",13.7118264379391
75,50,0.2,"TT",16.3922914259153
75,75,0.2,"TT",10.6280353462202
75,100,0.2,"TT",16.3190448408655
30,50,0.2,"TT",16.29142935204
30,75,0.2,"TT",14.1822993161608
30,100,0.2,"TT",16.3477326036855
50,50,0.2,"TT",16.7149105858037
50,75,0.2,"TT",12.1265946328854
50,100,0.2,"TT",14.1517855659724
75,50,0.2,"TT",15.5257054793081
75,75,0.2,"TT",9.90970138706069
75,100,0.2,"TT",15.2715352609024
30,50,0.2,"TT",18.445083021084
30,75,0.2,"TT",16.5985163091356
30,100,0.2,"TT",16.4392472498901
50,50,0.2,"TT",17.6295779958121
50,75,0.2,"TT",12.9782101201447
50,100,0.2,"TT",15.2295798027435
75,50,0.2,"TT",15.6544149639717
75,75,0.2,"TT",9.03149482545587
75,100,0.2,"TT",17.5178063412232
30,50,0.2,"TT",17.3664003694884
30,75,0.2,"TT",16.3621014215416
30,100,0.2,"TT",19.0338078141158
50,50,0.2,"TT",15.5385888890052
50,75,0.2,"TT",12.9545918346937
50,100,0.2,"TT",15.0969654963442
75,50,0.2,"TT",14.7376458955573
75,75,0.2,"TT",9.41690199286926
75,100,0.2,"TT",17.2891311979522
30,50,0.2,"TT",16.3861479329386
30,75,0.2,"TT",14.8069635175064
30,100,0.2,"TT",16.7044703299677
50,50,0.2,"TT",15.9554179134587
50,75,0.2,"TT",12.5503688733973
50,100,0.2,"TT",15.6083664981298
75,50,0.2,"TT",15.2172818535467
75,75,0.2,"TT",9.09797026758249
75,100,0.2,"TT",18.445863947221
30,50,0.2,"TT",16.2004717277879
30,75,0.2,"TT",14.3575778047653
30,100,0.2,"TT",15.3803881424347
50,50,0.2,"TT",17.2632115718814
50,75,0.2,"TT",11.8386176676703
50,100,0.2,"TT",12.7750575277261
75,50,0.2,"TT",14.7717447854069
75,75,0.2,"TT",9.75391088511419
75,100,0.2,"TT",17.0560128411106
30,50,0.2,"TT",18.1889231710629
30,75,0.2,"TT",15.4089049374611
30,100,0.2,"TT",16.256033122352
50,50,0.2,"TT",16.7749857135682
50,75,0.2,"TT",12.0426198699188
50,100,0.2,"TT",15.2473111834735
75,50,0.2,"TT",16.0725240924465
75,75,0.2,"TT",10.5677291547274
75,100,0.2,"TT",17.4604072852536
30,50,0.2,"TT",16.2028924604346
30,75,0.2,"TT",15.2695802473265
30,100,0.2,"TT",18.2279038769197
50,50,0.2,"TT",17.4904372857502
50,75,0.2,"TT",13.5972246005202
50,100,0.2,"TT",14.8499289616419
75,50,0.2,"TT",16.4038216218985
75,75,0.2,"TT",9.38975569810586
75,100,0.2,"TT",16.8276886928902
30,50,0.2,"TT",17.0944485875606
30,75,0.2,"TT",14.7049687085992
30,100,0.2,"TT",16.6641901793667
50,50,0.2,"TT",19.5191963065826
50,75,0.2,"TT",12.1634355163045
50,100,0.2,"TT",13.0673045917872
75,50,0.2,"TT",15.4592108247756
75,75,0.2,"TT",9.87876184499117
75,100,0.2,"TT",17.2858014070265
30,50,0.2,"TT",17.9689669310702
30,75,0.2,"TT",14.1467565978278
30,100,0.2,"TT",17.444179877453
50,50,0.2,"TT",17.9784972111563
50,75,0.2,"TT",12.2704132748628
50,100,0.2,"TT",14.5412171375057
75,50,0.2,"TT",14.8223748605602
75,75,0.2,"TT",11.5881167412998
75,100,0.2,"TT",18.3398313803404
30,50,0.2,"TT",18.5645017262437
30,75,0.2,"TT",15.229202339519
30,100,0.2,"TT",16.5143623447231
50,50,0.2,"TT",17.3502894121824
50,75,0.2,"TT",11.2547346100182
50,100,0.2,"TT",15.1827318052624
75,50,0.2,"TT",17.2264247435489
75,75,0.2,"TT",11.4620630517192
75,100,0.2,"TT",16.0729034087357
30,50,0.2,"TT",14.7514678869393
30,75,0.2,"TT",15.5174142149738
30,100,0.2,"TT",17.7970521263392
50,50,0.2,"TT",15.4361399166694
50,75,0.2,"TT",10.1202420953774
50,100,0.2,"TT",14.5833090245915
75,50,0.2,"TT",15.3315125052715
75,75,0.2,"TT",10.6983027580591
75,100,0.2,"TT",17.2430095444682
30,50,0.2,"TT",16.2432869479814
30,75,0.2,"TT",14.9596389250257
30,100,0.2,"TT",15.8720634726279
50,50,0.2,"TT",17.100263530147
50,75,0.2,"TT",12.2900510760689
50,100,0.2,"TT",16.1110988036015
75,50,0.2,"TT",15.7482863968196
75,75,0.2,"TT",10.2031274214813
75,100,0.2,"TT",17.6212109248236
30,50,0.2,"TT",18.4769476715921
30,75,0.2,"TT",14.5492108303578
30,100,0.2,"TT",16.49853226927
50,50,0.2,"TT",17.8261536674846
50,75,0.2,"TT",10.8965387852393
50,100,0.2,"TT",16.2352563550288
75,50,0.2,"TT",16.0725229057793
75,75,0.2,"TT",9.44681862330439
75,100,0.2,"TT",16.957871882878
30,50,0.2,"TT",16.3867534003077
30,75,0.2,"TT",14.379946312328
30,100,0.2,"TT",17.8112313966035
50,50,0.2,"TT",16.8651632081668
50,75,0.2,"TT",12.5868570237184
50,100,0.2,"TT",12.538546240246
75,50,0.2,"TT",16.3598018139417
75,75,0.2,"TT",11.3723365813917
75,100,0.2,"TT",15.0467166877241
30,50,0.2,"TT",16.3425922852978
30,75,0.2,"TT",15.6655897345429
30,100,0.2,"TT",16.506392642897
50,50,0.2,"TT",19.1295634390953
50,75,0.2,"TT",14.3291135909261
50,100,0.2,"TT",12.9523100028564
75,50,0.2,"TT",15.7057457268419
75,75,0.2,"TT",7.8313818997772
75,100,0.2,"TT",17.5995793089003
30,50,0.2,"TT",16.0011136086631
30,75,0.2,"TT",15.2931700605949
30,100,0.2,"TT",17.3060588132701
50,50,0.2,"TT",17.5358900558196
50,75,0.2,"TT",11.0485922482044
50,100,0.2,"TT",15.015210836826
75,50,0.2,"TT",14.6310740386462
75,75,0.2,"TT",10.9256494085701
75,100,0.2,"TT",16.4781796460558
30,50,0.2,"TT",16.6628911593724
30,75,0.2,"TT",15.9367115435061
30,100,0.2,"TT",17.0765190448329
50,50,0.2,"TT",15.0093496849403
50,75,0.2,"TT",11.5555065503875
50,100,0.2,"TT",15.8026493776297
75,50,0.2,"TT",16.7845028359525
75,75,0.2,"TT",9.96909999533561
75,100,0.2,"TT",15.8660775711319
30,50,0.2,"TT",16.9465646912342
30,75,0.2,"TT",15.9285642753939
30,100,0.2,"TT",17.4138207602825
50,50,0.2,"TT",15.764951493757
50,75,0.2,"TT",11.0450222071251
50,100,0.2,"TT",14.9445214882092
75,50,0.2,"TT",13.0436071397606
75,75,0.2,"TT",9.24112591832664
75,100,0.2,"TT",15.1459889495224
30,50,0.2,"TT",17.7427237304089
30,75,0.2,"TT",14.6892500797146
30,100,0.2,"TT",15.4182541522551
50,50,0.2,"TT",15.9387514056589
50,75,0.2,"TT",13.4976755278628
50,100,0.2,"TT",15.8425152306198
75,50,0.2,"TT",15.8343600906613
75,75,0.2,"TT",9.79891484359966
75,100,0.2,"TT",15.4100616618342
30,50,0.2,"TT",16.1285645511662
30,75,0.2,"TT",17.1068175890867
30,100,0.2,"TT",16.8813855633223
50,50,0.2,"TT",18.2175657167863
50,75,0.2,"TT",10.8612714257267
50,100,0.2,"TT",15.6230021396248
75,50,0.2,"TT",17.4506538286594
75,75,0.2,"TT",9.57214637068438
75,100,0.2,"TT",16.4184051785586
30,50,0.2,"TT",17.15475981183
30,75,0.2,"TT",14.4757877070119
30,100,0.2,"TT",16.8420488413451
50,50,0.2,"TT",18.4686819405417
50,75,0.2,"TT",11.2667352925967
50,100,0.2,"TT",14.0729929440996
75,50,0.2,"TT",15.9880142081462
75,75,0.2,"TT",10.7080158458958
75,100,0.2,"TT",16.0777539171021
30,50,0.2,"TT",16.7417690332265
30,75,0.2,"TT",17.197590273272
30,100,0.2,"TT",16.1340918262069
50,50,0.2,"TT",18.2794413083785
50,75,0.2,"TT",11.8876998148858
50,100,0.2,"TT",14.2787613525193
75,50,0.2,"TT",15.3933905683353
75,75,0.2,"TT",11.1674929275081
75,100,0.2,"TT",16.0967512783961
30,50,0.2,"TT",16.5623632219584
30,75,0.2,"TT",15.4804161975592
30,100,0.2,"TT",16.3893394947501
50,50,0.2,"TT",17.8285926560676
50,75,0.2,"TT",12.0371420863124
50,100,0.2,"TT",15.9229573962013
75,50,0.2,"TT",14.2480297074631
75,75,0.2,"TT",11.3250477243519
75,100,0.2,"TT",16.6181971429895
30,50,0.2,"TT",16.221529267927
30,75,0.2,"TT",15.823421819028
30,100,0.2,"TT",17.6811212266422
50,50,0.2,"TT",17.3550465245967
50,75,0.2,"TT",13.3045651085958
50,100,0.2,"TT",14.9005889668541
75,50,0.2,"TT",15.598543583255
75,75,0.2,"TT",10.3225651150177
75,100,0.2,"TT",15.7290190431322
30,50,0.2,"TT",18.1095304481252
30,75,0.2,"TT",17.1879958060328
30,100,0.2,"TT",17.1618870073942
50,50,0.2,"TT",18.5463459783346
50,75,0.2,"TT",11.7116521739039
50,100,0.2,"TT",13.2095419856545
75,50,0.2,"TT",16.9204699545638
75,75,0.2,"TT",8.82986830360533
75,100,0.2,"TT",16.6882696010784
30,50,0.2,"TT",17.40862513781
30,75,0.2,"TT",14.485707970621
30,100,0.2,"TT",16.4533709846064
50,50,0.2,"TT",16.2162517530924
50,75,0.2,"TT",13.9193096106488
50,100,0.2,"TT",16.2632530693384
75,50,0.2,"TT",15.1718803991119
75,75,0.2,"TT",8.75714777656847
75,100,0.2,"TT",17.5682629373192
30,50,0.2,"TT",16.6611369450319
30,75,0.2,"TT",16.2716077084029
30,100,0.2,"TT",16.4249434313541
50,50,0.2,"TT",15.9796745776128
50,75,0.2,"TT",12.1082841712051
50,100,0.2,"TT",14.958294020913
75,50,0.2,"TT",14.2199002256895
75,75,0.2,"TT",10.1282525789987
75,100,0.2,"TT",16.0534745647861
30,50,0.2,"TT",16.8076602228646
30,75,0.2,"TT",16.9480168306105
30,100,0.2,"TT",17.5339854123183
50,50,0.2,"TT",17.9943478505876
50,75,0.2,"TT",12.7579902271334
50,100,0.2,"TT",16.7489395553696
75,50,0.2,"TT",16.4146562034251
75,75,0.2,"TT",10.6700080070578
75,100,0.2,"TT",17.0728371881104
30,50,0.2,"TT",17.8912830989806
30,75,0.2,"TT",13.279270861859
30,100,0.2,"TT",17.8510110762997
50,50,0.2,"TT",15.7231654504175
50,75,0.2,"TT",11.826928560555
50,100,0.2,"TT",12.9815522591593
